long_model,airline,photo_date,uploaded_date,location,uploader,photo_link,download_path,model,variant,purpose
Boeing 747-87UF,Air Bridge Cargo,Photo date: 2021-04-14,Uploaded: 2021-05-22,"Location: Beijing Capital - ZBAA, China",By: Chingwang Lee,cdn.jetphotos.com/400/6/31702_1620827895.jpg,./img/B747/cdn.jetphotos.com-400-6-31702_1620827895.jpg,B747,87UF,train
Boeing 747-87UF,Air Bridge Cargo,Photo date: 2021-04-14,Uploaded: 2021-05-22,"Location: Beijing Capital - ZBAA, China",By: Chingwang Lee,cdn.jetphotos.com/400/5/55246_1620828781.jpg,./img/B747/cdn.jetphotos.com-400-5-55246_1620828781.jpg,B747,87UF,test
Boeing 747-867F,Cathay Pacific Cargo,Photo date: 2021-04-30,Uploaded: 2021-05-22,"Location: Tokyo Narita Int'l Airport - RJAA, Japan",By: Shogo Kawai,cdn.jetphotos.com/400/6/36590_1620827083.jpg,./img/B747/cdn.jetphotos.com-400-6-36590_1620827083.jpg,B747,867F,train
Boeing 747-48EF(SCD),Asiana Cargo,Photo date: 2021-04-30,Uploaded: 2021-05-22,"Location: Tokyo Narita Int'l Airport - RJAA, Japan",By: Shogo Kawai,cdn.jetphotos.com/400/5/66426_1620827720.jpg,./img/B747/cdn.jetphotos.com-400-5-66426_1620827720.jpg,B747,48EF,validation
Boeing 747-40BERF,China Cargo Airlines,Photo date: 2021-02-28,Uploaded: 2021-05-22,"Location: Frankfurt Rhein-Main Int'l Airport - EDDF, Germany",By: Thomas Rosskopf,cdn.jetphotos.com/400/6/75171_1620823449.jpg,./img/B747/cdn.jetphotos.com-400-6-75171_1620823449.jpg,B747,40BERF,train
Boeing 747-412(BCF),Longtail Aviation,Photo date: 2021-05-09,Uploaded: 2021-05-22,"Location: Hong Kong-Chek Lap Kok Int'l Airport - VHHH, China (Hong Kong)",By: Mohit S. Purswani - AHKGAP,cdn.jetphotos.com/400/6/55006_1620822568.jpg,./img/B747/cdn.jetphotos.com-400-6-55006_1620822568.jpg,B747,412,validation
Boeing 747-84AF,United Parcel Service (UPS),Photo date: 2021-05-09,Uploaded: 2021-05-22,"Location: Hong Kong-Chek Lap Kok Int'l Airport - VHHH, China (Hong Kong)",By: Mohit S. Purswani - AHKGAP,cdn.jetphotos.com/400/6/20448_1620822507.jpg,./img/B747/cdn.jetphotos.com-400-6-20448_1620822507.jpg,B747,84AF,train
Boeing 747-8KZF,Nippon Cargo Airlines (NCA),Photo date: 2021-01-25,Uploaded: 2021-05-22,"Location: Singapore Changi Int'l Airport - WSSS, Singapore",By: Wafi Ammar - sv.Jet,cdn.jetphotos.com/400/5/41449_1620822220.jpg,./img/B747/cdn.jetphotos.com-400-5-41449_1620822220.jpg,B747,8KZF,train
Boeing 747-446(BCF),Kalitta Air,Photo date: 2021-03-06,Uploaded: 2021-05-22,"Location: Leipzig-Halle - Schkeuditz - EDDP, Germany",By: Niclas Karich,cdn.jetphotos.com/400/6/43994_1620816986.jpg,./img/B747/cdn.jetphotos.com-400-6-43994_1620816986.jpg,B747,446,test
Boeing 747-47U(F),Western Global Airlines,Photo date: 2021-04-24,Uploaded: 2021-05-22,"Location: Hong Kong-Chek Lap Kok Int'l Airport - VHHH, China (Hong Kong)",By: VQ-BQM,cdn.jetphotos.com/400/5/46410_1620814114.jpg,./img/B747/cdn.jetphotos.com-400-5-46410_1620814114.jpg,B747,47U,train
Boeing 747-8HVF,Air Bridge Cargo,Photo date: 2021-05-11,Uploaded: 2021-05-22,"Location: Moscow Sheremetyevo - UUEE, Russia",By: Mikhail Tkachuk,cdn.jetphotos.com/400/5/91574_1620812814.jpg,./img/B747/cdn.jetphotos.com-400-5-91574_1620812814.jpg,B747,8HVF,validation
Boeing 747-83QF,Silk Way West Airlines,Photo date: 2021-05-09,Uploaded: 2021-05-22,"Location: Shanghai Pudong - ZSPD, China",By: TasKforce404-HK416,cdn.jetphotos.com/400/6/40380_1620806955.jpg,./img/B747/cdn.jetphotos.com-400-6-40380_1620806955.jpg,B747,83QF,train
Boeing 747-867F,Cathay Pacific Cargo,Photo date: 2021-05-08,Uploaded: 2021-05-22,"Location: Hong Kong-Chek Lap Kok Int'l Airport - VHHH, China (Hong Kong)",By: Alvin.L,cdn.jetphotos.com/400/6/71005_1620806967.jpg,./img/B747/cdn.jetphotos.com-400-6-71005_1620806967.jpg,B747,867F,train
Boeing 747-412(BCF),National Airlines,Photo date: 2021-05-01,Uploaded: 2021-05-22,"Location: Shanghai Pudong - ZSPD, China",By: TasKforce404-HK416,cdn.jetphotos.com/400/6/77467_1620806687.jpg,./img/B747/cdn.jetphotos.com-400-6-77467_1620806687.jpg,B747,412,train
Boeing 747-89L,Air China,Photo date: 2021-05-01,Uploaded: 2021-05-22,"Location: Beijing Capital - ZBAA, China",By: HXD3D0369,cdn.jetphotos.com/400/6/56705_1620804139.jpg,./img/B747/cdn.jetphotos.com-400-6-56705_1620804139.jpg,B747,89L,test
Boeing 747-44AF(SCD),United Parcel Service (UPS),Photo date: 2021-04-15,Uploaded: 2021-05-22,"Location: Sydney Kingsford Smith Int'l Airport - YSSY, Australia",By: Tim Burnett,cdn.jetphotos.com/400/5/25753_1620800997.jpg,./img/B747/cdn.jetphotos.com-400-5-25753_1620800997.jpg,B747,44AF,test
Boeing 747-4R7F(SCD),Silk Way West Airlines,Photo date: 2021-04-23,Uploaded: 2021-05-22,"Location: Frankfurt Hahn - EDFH, Germany",By: Karsten S.,cdn.jetphotos.com/400/5/46668_1620799550.jpg,./img/B747/cdn.jetphotos.com-400-5-46668_1620799550.jpg,B747,4R7F,train
Boeing 747-867F,Cathay Pacific Cargo,Photo date: 2021-05-08,Uploaded: 2021-05-21,"Location: Hong Kong-Chek Lap Kok Int'l Airport - VHHH, China (Hong Kong)",By: Thomas Shum - Skies of Pearl,cdn.jetphotos.com/400/5/71289_1620789296.jpg,./img/B747/cdn.jetphotos.com-400-5-71289_1620789296.jpg,B747,867F,validation
Boeing 747-8R7F,Cargolux Airlines International,Photo date: 2021-05-02,Uploaded: 2021-05-21,"Location: Singapore Changi Int'l Airport - WSSS, Singapore",By: Yang Qize,cdn.jetphotos.com/400/5/61303_1620787239.jpg,./img/B747/cdn.jetphotos.com-400-5-61303_1620787239.jpg,B747,8R7F,test
Boeing 747-412F(SCD),Cargo Air Lines (CAL),Photo date: 2018-07-08,Uploaded: 2021-05-21,"Location: Atlanta Hartsfield-Jackson Int'l Airport - KATL, USA - Georgia",By: Lima Delta Sierra,cdn.jetphotos.com/400/6/86895_1620780427.jpg,./img/B747/cdn.jetphotos.com-400-6-86895_1620780427.jpg,B747,412F,validation
Boeing 747-412F(SCD),Singapore Airlines Cargo,Photo date: 2020-07-12,Uploaded: 2021-05-21,"Location: Singapore Changi Int'l Airport - WSSS, Singapore",By: Andrew Hunt,cdn.jetphotos.com/400/5/57248_1620773099.jpg,./img/B747/cdn.jetphotos.com-400-5-57248_1620773099.jpg,B747,412F,test
Boeing 747-8B5F,Korean Air Cargo,Photo date: 2021-05-02,Uploaded: 2021-05-21,"Location: Milano Malpensa - LIMC, Italy",By: Fabrizio Gandolfo,cdn.jetphotos.com/400/5/28405_1620768169.jpg,./img/B747/cdn.jetphotos.com-400-5-28405_1620768169.jpg,B747,8B5F,test
Boeing 747-409F(SCD),ASL Airlines,Photo date: 2021-05-11,Uploaded: 2021-05-21,"Location: Halifax Int'l Airport - CYHZ, Canada",By: Michael Durning,cdn.jetphotos.com/400/6/71499_1620764880.jpg,./img/B747/cdn.jetphotos.com-400-6-71499_1620764880.jpg,B747,409F,train
Boeing 747-48E(BDSF),Asiana Cargo,Photo date: 2021-04-17,Uploaded: 2021-05-21,"Location: Brussels Zaventem Int'l Airport - EBBR, Belgium",By: Matteo Lamberts,cdn.jetphotos.com/400/5/96842_1620762380.jpg,./img/B747/cdn.jetphotos.com-400-5-96842_1620762380.jpg,B747,48E,train
Boeing 747-446,Transaero Airlines,Photo date: 2012-12-29,Uploaded: 2021-05-21,"Location: Salzburg W. A. Mozart - LOWS, Austria",By: Benjamin Exenberger,cdn.jetphotos.com/400/6/52252_1620759619.jpg,./img/B747/cdn.jetphotos.com-400-6-52252_1620759619.jpg,B747,446,train
Boeing 747-4F6(BDSF),Magma Aviation (Air Atlanta Icelandic),Photo date: 2021-05-01,Uploaded: 2021-05-21,"Location: Chicago O'Hare Int'l Airport - KORD, USA - Illinois",By: Haocheng Fang,cdn.jetphotos.com/400/5/74241_1620758861.jpg,./img/B747/cdn.jetphotos.com-400-5-74241_1620758861.jpg,B747,4F6,validation
Boeing 747-48EF(SCD),Saudi Arabian Airlines Cargo (Air Atlanta Icelandic),Photo date: 2014-08-16,Uploaded: 2021-05-21,"Location: Amsterdam Schiphol Airport - EHAM, Netherlands",By: Dutch,cdn.jetphotos.com/400/5/77937_1620756800.jpg,./img/B747/cdn.jetphotos.com-400-5-77937_1620756800.jpg,B747,48EF,train
Boeing 747-4EVERF,Cargolux Airlines International,Photo date: 2021-03-14,Uploaded: 2021-05-21,"Location: Taipei Taoyuan Int'l Airport - RCTP, Taiwan",By: HHD0221,cdn.jetphotos.com/400/6/26993_1620757040.jpg,./img/B747/cdn.jetphotos.com-400-6-26993_1620757040.jpg,B747,4EVERF,test
Boeing 747-433(BDSF),Aerotranscargo,Photo date: 2021-05-08,Uploaded: 2021-05-21,"Location: Budapest Liszt Ferenc - LHBP, Hungary",By: Horváth Gábor,cdn.jetphotos.com/400/6/27755_1620756476.jpg,./img/B747/cdn.jetphotos.com-400-6-27755_1620756476.jpg,B747,433,train
Boeing 747-8B5,Korean Air,Photo date: 2017-06-24,Uploaded: 2021-05-21,"Location: Frankfurt Rhein-Main Int'l Airport - EDDF, Germany",By: Kris Van Craenenbroeck,cdn.jetphotos.com/400/5/84085_1620676308.jpg,./img/B747/cdn.jetphotos.com-400-5-84085_1620676308.jpg,B747,8B5,train
Boeing 747-8R7F,Cargolux Airlines International,Photo date: 2021-04-23,Uploaded: 2021-05-21,"Location: Kuala Lumpur Sepang Int'l Airport - WMKK, Malaysia",By: syafiqkuzairy,cdn.jetphotos.com/400/6/97017_1620753135.jpg,./img/B747/cdn.jetphotos.com-400-6-97017_1620753135.jpg,B747,8R7F,test
Boeing 747-83QF,Air Bridge Cargo,Photo date: 2021-05-11,Uploaded: 2021-05-21,"Location: Moscow Sheremetyevo - UUEE, Russia",By: Mikhail Tkachuk,cdn.jetphotos.com/400/5/52489_1620750143.jpg,./img/B747/cdn.jetphotos.com-400-5-52489_1620750143.jpg,B747,83QF,train
Boeing 747-867F,Cathay Pacific Cargo,Photo date: 2021-04-07,Uploaded: 2021-05-21,"Location: Tokyo Narita Int'l Airport - RJAA, Japan",By: Akihiko Takahashi,cdn.jetphotos.com/400/5/86472_1620747078.jpg,./img/B747/cdn.jetphotos.com-400-5-86472_1620747078.jpg,B747,867F,train
Boeing 747-451,Delta Air Lines,Photo date: 2021-04-23,Uploaded: 2021-05-21,"Location: Marana Pinal Air Park - KMZJ, USA - Arizona",By: Alejandro Hndez,cdn.jetphotos.com/400/6/61293_1620746867.jpg,./img/B747/cdn.jetphotos.com-400-6-61293_1620746867.jpg,B747,451,test
Boeing 747-8KZF,Nippon Cargo Airlines (NCA),Photo date: 2020-10-10,Uploaded: 2021-05-21,"Location: Shanghai Pudong - ZSPD, China",By: AMG_HouZeKai,cdn.jetphotos.com/400/6/81173_1620745116.jpg,./img/B747/cdn.jetphotos.com-400-6-81173_1620745116.jpg,B747,8KZF,validation
Boeing 747-409F(SCD),China Airlines Cargo,Photo date: 2021-04-25,Uploaded: 2021-05-21,"Location: Guangzhou Baiyun Airport - ZGGG, China",By: Ame_Jayzz,cdn.jetphotos.com/400/6/20289_1620741524.jpg,./img/B747/cdn.jetphotos.com-400-6-20289_1620741524.jpg,B747,409F,validation
Boeing 747-4B5ERF,Korean Air Cargo,Photo date: 2021-05-08,Uploaded: 2021-05-21,"Location: Hong Kong-Chek Lap Kok Int'l Airport - VHHH, China (Hong Kong)",By: Alvin.L,cdn.jetphotos.com/400/5/44222_1620740656.jpg,./img/B747/cdn.jetphotos.com-400-5-44222_1620740656.jpg,B747,4B5ERF,validation
Boeing 747-4HAERF,Cargolux Airlines International,Photo date: 2021-05-09,Uploaded: 2021-05-21,"Location: Luxembourg-Findel - ELLX, Luxembourg",By: Sotos,cdn.jetphotos.com/400/5/17530_1620739771.jpg,./img/B747/cdn.jetphotos.com-400-5-17530_1620739771.jpg,B747,4HAERF,train
Boeing 747-47UF(SCD),Atlas Air,Photo date: 2021-05-08,Uploaded: 2021-05-20,"Location: Hong Kong-Chek Lap Kok Int'l Airport - VHHH, China (Hong Kong)",By: Alvin.L,cdn.jetphotos.com/400/6/32912_1620739457.jpg,./img/B747/cdn.jetphotos.com-400-6-32912_1620739457.jpg,B747,47UF,validation
Boeing 747-8R7F,Cargolux Airlines International,Photo date: 2021-05-08,Uploaded: 2021-05-20,"Location: Hong Kong-Chek Lap Kok Int'l Airport - VHHH, China (Hong Kong)",By: Alvin.L,cdn.jetphotos.com/400/5/98477_1620739402.jpg,./img/B747/cdn.jetphotos.com-400-5-98477_1620739402.jpg,B747,8R7F,test
Boeing 747-867F,Cathay Pacific Cargo,Photo date: 2021-05-08,Uploaded: 2021-05-20,"Location: Hong Kong-Chek Lap Kok Int'l Airport - VHHH, China (Hong Kong)",By: Alvin.L,cdn.jetphotos.com/400/5/87671_1620739255.jpg,./img/B747/cdn.jetphotos.com-400-5-87671_1620739255.jpg,B747,867F,train
Boeing 747-4R7F(SCD),Cargolux Airlines International,Photo date: 2021-05-09,Uploaded: 2021-05-20,"Location: Luxembourg-Findel - ELLX, Luxembourg",By: Sotos,cdn.jetphotos.com/400/6/12194_1620738616.jpg,./img/B747/cdn.jetphotos.com-400-6-12194_1620738616.jpg,B747,4R7F,train
Boeing 747-83QF,Silk Way West Airlines,Photo date: 2021-05-09,Uploaded: 2021-05-20,"Location: Shanghai Pudong - ZSPD, China",By: CN-ZSHC,cdn.jetphotos.com/400/6/38121_1620738558.jpg,./img/B747/cdn.jetphotos.com-400-6-38121_1620738558.jpg,B747,83QF,train
Boeing 747-4R7F(SCD),Cargolux Airlines International,Photo date: 2021-05-09,Uploaded: 2021-05-20,"Location: Luxembourg-Findel - ELLX, Luxembourg",By: Sotos,cdn.jetphotos.com/400/6/25111_1620738280.jpg,./img/B747/cdn.jetphotos.com-400-6-25111_1620738280.jpg,B747,4R7F,test
Boeing 747-8R7F,Cargolux Airlines International,Photo date: 2021-05-09,Uploaded: 2021-05-20,"Location: Luxembourg-Findel - ELLX, Luxembourg",By: Sotos,cdn.jetphotos.com/400/5/89599_1620738214.jpg,./img/B747/cdn.jetphotos.com-400-5-89599_1620738214.jpg,B747,8R7F,train
Boeing 747-8R7F,Cargolux Airlines International,Photo date: 2021-05-09,Uploaded: 2021-05-20,"Location: Luxembourg-Findel - ELLX, Luxembourg",By: Sotos,cdn.jetphotos.com/400/6/57728_1620738176.jpg,./img/B747/cdn.jetphotos.com-400-6-57728_1620738176.jpg,B747,8R7F,train
Boeing 747-47UF(SCD),Atlas Air,Photo date: 2021-04-27,Uploaded: 2021-05-20,"Location: Chongqing Jiangbei Airport - ZUCK, China",By: diqin265,cdn.jetphotos.com/400/6/76416_1620737887.jpg,./img/B747/cdn.jetphotos.com-400-6-76416_1620737887.jpg,B747,47UF,train
Boeing 747-40BERF,China Cargo Airlines,Photo date: 2021-04-19,Uploaded: 2021-05-20,"Location: Shanghai Pudong - ZSPD, China",By: Fly your dreams,cdn.jetphotos.com/400/6/12839_1620736204.jpg,./img/B747/cdn.jetphotos.com-400-6-12839_1620736204.jpg,B747,40BERF,train
Boeing 747-4R7F(SCD),Cargolux Airlines International,Photo date: 2021-05-09,Uploaded: 2021-05-20,"Location: Luxembourg-Findel - ELLX, Luxembourg",By: Sotos,cdn.jetphotos.com/400/6/70839_1620737793.jpg,./img/B747/cdn.jetphotos.com-400-6-70839_1620737793.jpg,B747,4R7F,validation
Boeing 747-4B5ERF,Korean Air Cargo,Photo date: 2021-03-26,Uploaded: 2021-05-20,"Location: Madrid Barajas - LEMD, Spain",By: Alejandro Gutierrez Martin,cdn.jetphotos.com/400/6/16440_1620731610.jpg,./img/B747/cdn.jetphotos.com-400-6-16440_1620731610.jpg,B747,4B5ERF,train
Boeing 747-4B5ERF,Korean Air Cargo,Photo date: 2021-03-31,Uploaded: 2021-05-20,"Location: Madrid Barajas - LEMD, Spain",By: Alejandro Gutierrez Martin,cdn.jetphotos.com/400/6/10969_1620731579.jpg,./img/B747/cdn.jetphotos.com-400-6-10969_1620731579.jpg,B747,4B5ERF,train
Boeing 747-4H6(BCF),Kalitta Air,Photo date: 2021-05-01,Uploaded: 2021-05-20,"Location: Ningbo - ZSNB, China",By: laohan,cdn.jetphotos.com/400/5/21241_1620726526.jpg,./img/B747/cdn.jetphotos.com-400-5-21241_1620726526.jpg,B747,4H6,train
Boeing 747-867F,Cathay Pacific Cargo,Photo date: 2021-04-30,Uploaded: 2021-05-20,"Location: Tokyo Narita Int'l Airport - RJAA, Japan",By: Akihiko Takahashi,cdn.jetphotos.com/400/6/96857_1620724376.jpg,./img/B747/cdn.jetphotos.com-400-6-96857_1620724376.jpg,B747,867F,train
Boeing 747-467F(SCD),Sky Gates Airlines,Photo date: 2021-05-10,Uploaded: 2021-05-20,"Location: Vienna Schwechat - LOWW, Austria",By: Max Hrusa,cdn.jetphotos.com/400/6/58517_1620721784.jpg,./img/B747/cdn.jetphotos.com-400-6-58517_1620721784.jpg,B747,467F,train
Boeing 747-329(SF),Trans Avia Export Cargo Airlines,Photo date: 2021-03-25,Uploaded: 2021-05-20,"Location: Ho Chi Minh City Tan Son Nhat - VVTS, Vietnam",By: Le Minh_HSU,cdn.jetphotos.com/400/5/81367_1620720146.jpg,./img/B747/cdn.jetphotos.com-400-5-81367_1620720146.jpg,B747,329,test
Boeing 747-84AF,United Parcel Service (UPS),Photo date: 2021-04-25,Uploaded: 2021-05-20,"Location: Sydney Kingsford Smith Int'l Airport - YSSY, Australia",By: Jon Logan,cdn.jetphotos.com/400/6/59278_1620715094.jpg,./img/B747/cdn.jetphotos.com-400-6-59278_1620715094.jpg,B747,84AF,train
Boeing 747-412F(SCD),Cargo Air Lines (CAL),Photo date: 2021-05-01,Uploaded: 2021-05-20,"Location: Zhengzhou - ZHCC, China",By: Zihao Wang ~ AHaoo,cdn.jetphotos.com/400/5/30520_1620712237.jpg,./img/B747/cdn.jetphotos.com-400-5-30520_1620712237.jpg,B747,412F,train
Boeing 747-4B5F(SCD),Kalitta Air,Photo date: 2021-04-30,Uploaded: 2021-05-20,"Location: Zhengzhou - ZHCC, China",By: Zihao Wang ~ AHaoo,cdn.jetphotos.com/400/6/18420_1620709533.jpg,./img/B747/cdn.jetphotos.com-400-6-18420_1620709533.jpg,B747,4B5F,train
Boeing 747-329(SF),Trans Avia Export Cargo Airlines,Photo date: 2021-02-06,Uploaded: 2021-05-20,"Location: Changsha - ZGHA, China",By: oneworld_Wang,cdn.jetphotos.com/400/6/88293_1620705054.jpg,./img/B747/cdn.jetphotos.com-400-6-88293_1620705054.jpg,B747,329,test
Boeing 747-4J6,Air China,Photo date: 2021-05-10,Uploaded: 2021-05-20,"Location: Guangzhou Baiyun Airport - ZGGG, China",By: Danny-Long,cdn.jetphotos.com/400/6/76833_1620704443.jpg,./img/B747/cdn.jetphotos.com-400-6-76833_1620704443.jpg,B747,4J6,train
Boeing 747-446(BCF),Western Global Airlines,Photo date: 2021-04-23,Uploaded: 2021-05-20,"Location: Frankfurt Hahn - EDFH, Germany",By: Karsten S.,cdn.jetphotos.com/400/6/51344_1620704080.jpg,./img/B747/cdn.jetphotos.com-400-6-51344_1620704080.jpg,B747,446,train
Boeing 747-867F,Cathay Pacific Cargo,Photo date: 2021-04-25,Uploaded: 2021-05-20,"Location: Guadalajara Don Miguel Y Hidalgo Int'l - MMGL, Mexico",By: Rene Bernardo Olmos Bernal,cdn.jetphotos.com/400/6/44966_1620701605.jpg,./img/B747/cdn.jetphotos.com-400-6-44966_1620701605.jpg,B747,867F,validation
Boeing 747-89L,Air China,Photo date: 2021-04-11,Uploaded: 2021-05-20,"Location: Guangzhou Baiyun Airport - ZGGG, China",By: SS8-0002,cdn.jetphotos.com/400/6/97793_1620692742.jpg,./img/B747/cdn.jetphotos.com-400-6-97793_1620692742.jpg,B747,89L,train
Boeing 747-89L,Air China,Photo date: 2021-04-28,Uploaded: 2021-05-20,"Location: Beijing Capital - ZBAA, China",By: Eric Yan,cdn.jetphotos.com/400/6/14068_1620693017.jpg,./img/B747/cdn.jetphotos.com-400-6-14068_1620693017.jpg,B747,89L,train
Boeing 747-4D7(BCF),Terra Avia,Photo date: 2021-05-07,Uploaded: 2021-05-20,"Location: Bangkok Suvarnabhumi Int'l - VTBS, Thailand",By: toeychincha,cdn.jetphotos.com/400/5/74697_1620692375.jpg,./img/B747/cdn.jetphotos.com-400-5-74697_1620692375.jpg,B747,4D7,validation
Boeing 747-4J6,Air China,Photo date: 2021-05-05,Uploaded: 2021-05-20,"Location: Beijing Capital - ZBAA, China",By: SS8-0002,cdn.jetphotos.com/400/6/97168_1620692475.jpg,./img/B747/cdn.jetphotos.com-400-6-97168_1620692475.jpg,B747,4J6,train
Boeing 747-4R7F(SCD),Cargolux Italia Airlines,Photo date: 2021-05-08,Uploaded: 2021-05-20,"Location: Milano Malpensa - LIMC, Italy",By: Alessandro Berti - Tuscan Aviation,cdn.jetphotos.com/400/5/61916_1620677045.jpg,./img/B747/cdn.jetphotos.com-400-5-61916_1620677045.jpg,B747,4R7F,test
Boeing 747-409(BDSF),RubyStar,Photo date: 2021-05-08,Uploaded: 2021-05-20,"Location: San Jose Juan Santamaria Int'l - MROC, Costa Rica",By: Solano Jorge R.,cdn.jetphotos.com/400/6/13809_1620676396.jpg,./img/B747/cdn.jetphotos.com-400-6-13809_1620676396.jpg,B747,409,test
Boeing 747-4D7,Thai Airways International,Photo date: 2015-02-04,Uploaded: 2021-05-20,"Location: Bangkok Suvarnabhumi Int'l - VTBS, Thailand",By: Jens Brokuf,cdn.jetphotos.com/400/6/64374_1620674193.jpg,./img/B747/cdn.jetphotos.com-400-6-64374_1620674193.jpg,B747,4D7,validation
Boeing 747-830,Lufthansa,Photo date: 2021-05-09,Uploaded: 2021-05-20,"Location: Frankfurt Rhein-Main Int'l Airport - EDDF, Germany",By: Sebastian Thiel,cdn.jetphotos.com/400/5/45727_1620674175.jpg,./img/B747/cdn.jetphotos.com-400-5-45727_1620674175.jpg,B747,830,validation
Boeing 747-84AF,United Parcel Service (UPS),Photo date: 2021-05-09,Uploaded: 2021-05-20,"Location: Cologne/Bonn Konrad Adenauer Airport - EDDK, Germany",By: Christoph Flink,cdn.jetphotos.com/400/6/13768_1620674120.jpg,./img/B747/cdn.jetphotos.com-400-6-13768_1620674120.jpg,B747,84AF,train
Boeing 747-830,Lufthansa,Photo date: 2021-05-09,Uploaded: 2021-05-20,"Location: Frankfurt Rhein-Main Int'l Airport - EDDF, Germany",By: Sebastian Thiel,cdn.jetphotos.com/400/6/41963_1620674113.jpg,./img/B747/cdn.jetphotos.com-400-6-41963_1620674113.jpg,B747,830,test
Boeing 747-830,Lufthansa,Photo date: 2021-03-07,Uploaded: 2021-05-20,"Location: Frankfurt Rhein-Main Int'l Airport - EDDF, Germany",By: Sebastian K,cdn.jetphotos.com/400/5/61136_1620673621.jpg,./img/B747/cdn.jetphotos.com-400-5-61136_1620673621.jpg,B747,830,train
Boeing 747-446,Atlas Air,Photo date: 2021-04-23,Uploaded: 2021-05-20,"Location: Frankfurt Hahn - EDFH, Germany",By: Sebastian K,cdn.jetphotos.com/400/6/48163_1620673416.jpg,./img/B747/cdn.jetphotos.com-400-6-48163_1620673416.jpg,B747,446,train
Boeing 747-412(BCF),Martinair Cargo,Photo date: 2018-08-05,Uploaded: 2021-05-20,"Location: Amsterdam Schiphol Airport - EHAM, Netherlands",By: AL-Alan Lebeda,cdn.jetphotos.com/400/5/71523_1620671075.jpg,./img/B747/cdn.jetphotos.com-400-5-71523_1620671075.jpg,B747,412,test
Boeing 747-467F(SCD),Sky Gates Airlines,Photo date: 2021-05-10,Uploaded: 2021-05-20,"Location: Vienna Schwechat - LOWW, Austria",By: Hanjo Schrenk,cdn.jetphotos.com/400/5/44184_1620668948.jpg,./img/B747/cdn.jetphotos.com-400-5-44184_1620668948.jpg,B747,467F,train
Boeing 747-451,Delta Air Lines,Photo date: 2021-04-23,Uploaded: 2021-05-20,"Location: Marana Pinal Air Park - KMZJ, USA - Arizona",By: Daniel Dominguez,cdn.jetphotos.com/400/5/65772_1620673349.jpg,./img/B747/cdn.jetphotos.com-400-5-65772_1620673349.jpg,B747,451,validation
Boeing 747-8HVF,Air Bridge Cargo,Photo date: 2021-04-28,Uploaded: 2021-05-20,"Location: Beijing Capital - ZBAA, China",By: CHEN SHUO,cdn.jetphotos.com/400/6/75513_1619586127.jpg,./img/B747/cdn.jetphotos.com-400-6-75513_1619586127.jpg,B747,8HVF,test
Boeing 747-451,Delta Air Lines,Photo date: 2021-04-23,Uploaded: 2021-05-20,"Location: Marana Pinal Air Park - KMZJ, USA - Arizona",By: Daniel Dominguez,cdn.jetphotos.com/400/5/12291_1620672780.jpg,./img/B747/cdn.jetphotos.com-400-5-12291_1620672780.jpg,B747,451,train
Boeing 747-8B5F,Korean Air Cargo,Photo date: 2021-04-10,Uploaded: 2021-05-19,"Location: Hong Kong-Chek Lap Kok Int'l Airport - VHHH, China (Hong Kong)",By: Jubilant Chan - AHKGAP,cdn.jetphotos.com/400/6/62225_1620666615.jpg,./img/B747/cdn.jetphotos.com-400-6-62225_1620666615.jpg,B747,8B5F,test
Boeing 747-4HAERF,Cargolux Airlines International,Photo date: 2021-04-30,Uploaded: 2021-05-19,"Location: Ho Chi Minh City Tan Son Nhat - VVTS, Vietnam",By: Huy Do,cdn.jetphotos.com/400/6/57230_1620664389.jpg,./img/B747/cdn.jetphotos.com-400-6-57230_1620664389.jpg,B747,4HAERF,test
Boeing 747-4R7F(SCD),Silk Way West Airlines,Photo date: 2021-05-01,Uploaded: 2021-05-19,"Location: Shanghai Pudong - ZSPD, China",By: AnchorPVG,cdn.jetphotos.com/400/5/81211_1620660006.jpg,./img/B747/cdn.jetphotos.com-400-5-81211_1620660006.jpg,B747,4R7F,train
Boeing 747-409(BDSF),RubyStar,Photo date: 2021-05-07,Uploaded: 2021-05-19,"Location: San Jose Juan Santamaria Int'l - MROC, Costa Rica",By: Cristian Quijano,cdn.jetphotos.com/400/6/75354_1620661396.jpg,./img/B747/cdn.jetphotos.com-400-6-75354_1620661396.jpg,B747,409,train
Boeing 747-446(BDSF),Asiana Cargo,Photo date: 2021-05-09,Uploaded: 2021-05-19,"Location: Ho Chi Minh City Tan Son Nhat - VVTS, Vietnam",By: Cao Kim Do,cdn.jetphotos.com/400/6/82260_1620661180.jpg,./img/B747/cdn.jetphotos.com-400-6-82260_1620661180.jpg,B747,446,train
Boeing 747-433(BDSF),Aerotranscargo,Photo date: 2021-05-09,Uploaded: 2021-05-19,"Location: Graz - LOWG, Austria",By: Gerhard Vysocan,cdn.jetphotos.com/400/6/33561_1620661032.jpg,./img/B747/cdn.jetphotos.com-400-6-33561_1620661032.jpg,B747,433,validation
Boeing 747-867F,Cathay Pacific Cargo,Photo date: 2021-04-27,Uploaded: 2021-05-19,"Location: Tokyo Narita Int'l Airport - RJAA, Japan",By: Kodap,cdn.jetphotos.com/400/5/13763_1620659207.jpg,./img/B747/cdn.jetphotos.com-400-5-13763_1620659207.jpg,B747,867F,train
